単元,Q.単元,品詞,Q.品詞,単語,異形,Q.単語,出現回数,answer,間違い1,間違い2,間違い3,kaisetsu,辞書引用,抜粋,ランダム,ショートコード,,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"σοφία,-ας,ἡ",,"Q. σοφία,-ας,ἡ",51,知恵,怒り,証言、証し,ユダヤ（地方）,(51)知恵,知恵,(51)知恵,"""true""","[quiz question=""知恵,怒り,証言、証し,ユダヤ（地方）"" answer=""知恵"" kaisetsu=""(51)知恵"" random=""true""]σοφία,-ας,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"σωτηρία,-ας,ἡ",,"Q. σωτηρία,-ας,ἡ",46,救い,知恵,怒り,証言、証し,(46)救い,救い,(46)救い,"""true""","[quiz question=""救い,知恵,怒り,証言、証し"" answer=""救い"" kaisetsu=""(46)救い"" random=""true""]σωτηρία,-ας,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"τιμή,-ῆς,ἡ",,"Q. τιμή,-ῆς,ἡ",41,代価、価値、栄誉,救い,知恵,怒り,(41)代価、価値、栄誉,代価、価値、栄誉,(41)代価、価値、栄誉,"""true""","[quiz question=""代価、価値、栄誉,救い,知恵,怒り"" answer=""代価、価値、栄誉"" kaisetsu=""(41)代価、価値、栄誉"" random=""true""]τιμή,-ῆς,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"φυλακή,-ῆς,ἡ",,"Q. φυλακή,-ῆς,ἡ",47,牢獄、見張り,代価、価値、栄誉,救い,知恵,(47)牢獄、見張り,牢獄、見張り,(47)牢獄、見張り,"""true""","[quiz question=""牢獄、見張り,代価、価値、栄誉,救い,知恵"" answer=""牢獄、見張り"" kaisetsu=""(47)牢獄、見張り"" random=""true""]φυλακή,-ῆς,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,第１変化名詞,第１変化名詞クイズ,"χρεία,-ας,ἡ",,"Q. χρεία,-ας,ἡ",49,必要,牢獄、見張り,代価、価値、栄誉,救い,(49)必要,必要,(49)必要,"""true""","[quiz question=""必要,牢獄、見張り,代価、価値、栄誉,救い"" answer=""必要"" kaisetsu=""(49)必要"" random=""true""]χρεία,-ας,ἡ[/quiz]",,,
17:接続法,17:接続法クイズ,形容詞,形容詞クイズ,"πτωχός,-ή,-όν",,"Q. πτωχός,-ή,-όν",34,貧しい、卑しい,必要,牢獄、見張り,代価、価値、栄誉,(34)貧しい、卑しい,貧しい、卑しい,(34)貧しい、卑しい,"""true""","[quiz question=""貧しい、卑しい,必要,牢獄、見張り,代価、価値、栄誉"" answer=""貧しい、卑しい"" kaisetsu=""(34)貧しい、卑しい"" random=""true""]πτωχός,-ή,-όν[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,ἄξιος,,Q. ἄξιος,41,価値のある、相応しい,愛すべき、親しい,霊的な,裕福な,(41)価値のある、相応しい,価値のある、相応しい,(41)価値のある、相応しい,"""true""","[quiz question=""価値のある、相応しい,愛すべき、親しい,霊的な,裕福な"" answer=""価値のある、相応しい"" kaisetsu=""(41)価値のある、相応しい"" random=""true""]ἄξιος[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,δεξιός,,Q. δεξιός,54,右（手）の,価値のある、相応しい,愛すべき、親しい,霊的な,(54)右（手）の,右（手）の,(54)右（手）の,"""true""","[quiz question=""右（手）の,価値のある、相応しい,愛すべき、親しい,霊的な"" answer=""右（手）の"" kaisetsu=""(54)右（手）の"" random=""true""]δεξιός[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,δυνατός,,Q. δυνατός,32,力のある、できる,右（手）の,価値のある、相応しい,愛すべき、親しい,(32)力のある、できる,力のある、できる,(32)力のある、できる,"""true""","[quiz question=""力のある、できる,右（手）の,価値のある、相応しい,愛すべき、親しい"" answer=""力のある、できる"" kaisetsu=""(32)力のある、できる"" random=""true""]δυνατός[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,ἐλεύθερος,,Q. ἐλεύθερος,23,自由な,力のある、できる,右（手）の,価値のある、相応しい,(23)自由な,自由な,(23)自由な,"""true""","[quiz question=""自由な,力のある、できる,右（手）の,価値のある、相応しい"" answer=""自由な"" kaisetsu=""(23)自由な"" random=""true""]ἐλεύθερος[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,ἔσχατος,,Q. ἔσχατος,52,最後の、最低の,自由な,力のある、できる,右（手）の,(52)最後の、最低の,最後の、最低の,(52)最後の、最低の,"""true""","[quiz question=""最後の、最低の,自由な,力のある、できる,右（手）の"" answer=""最後の、最低の"" kaisetsu=""(52)最後の、最低の"" random=""true""]ἔσχατος[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,ἱκανός,,Q. ἱκανός,39,十分な,最後の、最低の,自由な,力のある、できる,(39)十分な,十分な,(39)十分な,"""true""","[quiz question=""十分な,最後の、最低の,自由な,力のある、できる"" answer=""十分な"" kaisetsu=""(39)十分な"" random=""true""]ἱκανός[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,ἰσχυρός,,Q. ἰσχυρός,29,力強い,十分な,最後の、最低の,自由な,(29)力強い,力強い,(29)力強い,"""true""","[quiz question=""力強い,十分な,最後の、最低の,自由な"" answer=""力強い"" kaisetsu=""(29)力強い"" random=""true""]ἰσχυρός[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,λευκός,,Q. λευκός,25,白い,力強い,十分な,最後の、最低の,(25)白い,白い,(25)白い,"""true""","[quiz question=""白い,力強い,十分な,最後の、最低の"" answer=""白い"" kaisetsu=""(25)白い"" random=""true""]λευκός[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,λοιπός,,Q. λοιπός,55,残りの,白い,力強い,十分な,(55)残りの,残りの,(55)残りの,"""true""","[quiz question=""残りの,白い,力強い,十分な"" answer=""残りの"" kaisetsu=""(55)残りの"" random=""true""]λοιπός[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,μέσος,,Q. μέσος,58,中間の,残りの,白い,力強い,(58)中間の,中間の,(58)中間の,"""true""","[quiz question=""中間の,残りの,白い,力強い"" answer=""中間の"" kaisetsu=""(58)中間の"" random=""true""]μέσος[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,νέος,,Q. νέος,23,新しい,中間の,残りの,白い,(23)新しい,新しい,(23)新しい,"""true""","[quiz question=""新しい,中間の,残りの,白い"" answer=""新しい"" kaisetsu=""(23)新しい"" random=""true""]νέος[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,ὀρίγος,,Q. ὀρίγος,40,小さい、少ない（複数で「少数の」）,新しい,中間の,残りの,(40)小さい、少ない（複数で「少数の」）,小さい、少ない（複数で「少数の」）,(40)小さい、少ない（複数で「少数の」）,"""true""","[quiz question=""小さい、少ない（複数で「少数の」）,新しい,中間の,残りの"" answer=""小さい、少ない（複数で「少数の」）"" kaisetsu=""(40)小さい、少ない（複数で「少数の」）"" random=""true""]ὀρίγος[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,πλούσιος,,Q. πλούσιος,28,裕福な,小さい、少ない（複数で「少数の」）,新しい,中間の,(28)裕福な,裕福な,(28)裕福な,"""true""","[quiz question=""裕福な,小さい、少ない（複数で「少数の」）,新しい,中間の"" answer=""裕福な"" kaisetsu=""(28)裕福な"" random=""true""]πλούσιος[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,πνευματικός,,Q. πνευματικός,26,霊的な,裕福な,小さい、少ない（複数で「少数の」）,新しい,(26)霊的な,霊的な,(26)霊的な,"""true""","[quiz question=""霊的な,裕福な,小さい、少ない（複数で「少数の」）,新しい"" answer=""霊的な"" kaisetsu=""(26)霊的な"" random=""true""]πνευματικός[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,形容詞,形容詞クイズ,φίλος,,Q. φίλος,29,愛すべき、親しい,霊的な,裕福な,小さい、少ない（複数で「少数の」）,(29)愛すべき、親しい,愛すべき、親しい,(29)愛すべき、親しい,"""true""","[quiz question=""愛すべき、親しい,霊的な,裕福な,小さい、少ない（複数で「少数の」）"" answer=""愛すべき、親しい"" kaisetsu=""(29)愛すべき、親しい"" random=""true""]φίλος[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,名詞,名詞クイズ,"μάρτυς,μάρτυρος,ὁ",,"Q. μάρτυς,μάρτυρος,ὁ",35,承認、殉教者,十字架,賃金、報い,真実,(35)承認、殉教者,承認、殉教者,(35)承認、殉教者,"""true""","[quiz question=""承認、殉教者,愛すべき、親しい,霊的な,裕福な"" answer=""承認、殉教者"" kaisetsu=""(35)承認、殉教者"" random=""true""]μάρτυς,μάρτυρος,ὁ[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,名詞,名詞クイズ,"μισθός,ὁ",,"Q. μισθός,ὁ",29,賃金、報い,承認、殉教者,十字架,広場,(29)賃金、報い,賃金、報い,(29)賃金、報い,"""true""","[quiz question=""賃金、報い,承認、殉教者,愛すべき、親しい,霊的な"" answer=""賃金、報い"" kaisetsu=""(29)賃金、報い"" random=""true""]μισθός,ὁ[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,名詞,名詞クイズ,"σταυρός,ὁ",,"Q. σταυρός,ὁ",27,十字架,賃金、報い,承認、殉教者,弟子,(27)十字架,十字架,(27)十字架,"""true""","[quiz question=""十字架,賃金、報い,価値のある、相応しい,愛すべき、親しい"" answer=""十字架"" kaisetsu=""(27)十字架"" random=""true""]σταυρός,ὁ[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,動詞,動詞クイズ,αὐψάνω,,Q. αὐψάνω,23,私は成長する,〜いる,〜知っている,〜横たわる,(23)私は成長する,私は成長する,(23)私は成長する,"""true""","[quiz question=""私は成長する,〜いる,右（手）の,価値のある、相応しい"" answer=""私は成長する"" kaisetsu=""(23)私は成長する"" random=""true""]αὐψάνω[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,動詞,動詞クイズ,καθαρίζω,,Q. καθαρίζω,31,〜浄める、聖いと宣言する,私は成長する,〜いる,〜知っている,(31)〜浄める、聖いと宣言する,〜浄める、聖いと宣言する,(31)〜浄める、聖いと宣言する,"""true""","[quiz question=""〜浄める、聖いと宣言する,私は成長する,力のある、できる,右（手）の"" answer=""〜浄める、聖いと宣言する"" kaisetsu=""(31)〜浄める、聖いと宣言する"" random=""true""]καθαρίζω[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,動詞,動詞クイズ,καθίζω,,Q. καθίζω,46,〜座らせる,〜浄める、聖いと宣言する,私は成長する,〜いる,(46)〜座らせる,〜座らせる,(46)〜座らせる,"""true""","[quiz question=""〜座らせる,〜浄める、聖いと宣言する,自由な,力のある、できる"" answer=""〜座らせる"" kaisetsu=""(46)〜座らせる"" random=""true""]καθίζω[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,動詞,動詞クイズ,δύναμαι,,Q. δύναμαι,210,〜できる,〜座らせる,〜浄める、聖いと宣言する,私は成長する,(210)〜できる,〜できる,(210)〜できる,"""true""","[quiz question=""〜できる,〜座らせる,最後の、最低の,自由な"" answer=""〜できる"" kaisetsu=""(210)〜できる"" random=""true""]δύναμαι[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,動詞,動詞クイズ,κάθημαι,,Q. κάθημαι,91,〜座る,〜できる,〜座らせる,〜浄める、聖いと宣言する,(91)〜座る,〜座る,(91)〜座る,"""true""","[quiz question=""〜座る,〜できる,十分な,最後の、最低の"" answer=""〜座る"" kaisetsu=""(91)〜座る"" random=""true""]κάθημαι[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,動詞,動詞クイズ,κεῖμαι,,Q. κεῖμαι,24,〜横たわる,〜座る,〜できる,〜座らせる,(24)〜横たわる,〜横たわる,(24)〜横たわる,"""true""","[quiz question=""〜横たわる,〜座る,力強い,十分な"" answer=""〜横たわる"" kaisetsu=""(24)〜横たわる"" random=""true""]κεῖμαι[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,動詞,動詞クイズ,οἲδα,,Q. οἲδα,318,〜知っている,〜横たわる,〜座る,〜できる,(318)〜知っている,〜知っている,(318)〜知っている,"""true""","[quiz question=""〜知っている,〜横たわる,白い,力強い"" answer=""〜知っている"" kaisetsu=""(318)〜知っている"" random=""true""]οἲδα[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,動詞,動詞クイズ,πἀρειμι,,Q. πἀρειμι,24,〜いる,〜知っている,〜横たわる,〜座る,(24)〜いる,〜いる,(24)〜いる,"""true""","[quiz question=""〜いる,〜知っている,残りの,白い"" answer=""〜いる"" kaisetsu=""(24)〜いる"" random=""true""]πἀρειμι[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,接続詞,接続詞クイズ,ὥστε,,Q. ὥστε,83,（+不定詞）結果として〜,その時,しかし,やはり,(83)（+不定詞）結果として〜,（+不定詞）結果として〜,(83)（+不定詞）結果として〜,"""true""","[quiz question=""（+不定詞）結果として〜,その時,中間の,残りの"" answer=""（+不定詞）結果として〜"" kaisetsu=""(83)（+不定詞）結果として〜"" random=""true""]ὥστε[/quiz]",,,
18:動詞に関する他の特徴,18:動詞に関する他の特徴クイズ,ἀ接頭辞によって否定表現になる語,ἀ接頭辞によって否定表現になる語クイズ,ἀδικέω,,Q. ἀδικέω,28,私は不正を行う,聖い、純粋な,不純な、不浄な,不信仰な、不誠実な,(28)私は不正を行う,私は不正を行う,(28)私は不正を行う,"""true""","[quiz question=""私は不正を行う,聖い、純粋な,新しい,中間の"" answer=""私は不正を行う"" kaisetsu=""(28)私は不正を行う"" random=""true""]ἀδικέω[/quiz]",,,
